"Town","FIPS","Year","Measure Type","Variable","Value"
"New Britain","0900350440","2015-2019","Number","Median Home Value",160800
"New Britain","0900350440","2015-2019","Number","Margins of Error",2214
"New Britain","0900350440","2015-2019","Ratio to State Median","Median Home Value",0.58
"New Britain","0900350440","2015-2019","Ratio to State Median","Margins of Error",0.01
"New Britain","0900350440","2016-2020","Number","Median Home Value",161900
"New Britain","0900350440","2016-2020","Number","Margins of Error",2481
"New Britain","0900350440","2016-2020","Ratio to State Median","Median Home Value",0.58
"New Britain","0900350440","2016-2020","Ratio to State Median","Margins of Error",0.01
"New Canaan","0900150580","2006-2010","Number","Median Home Value",1000001
"New Canaan","0900150580","2006-2010","Number","Margins of Error",-9999
"New Canaan","0900150580","2006-2010","Ratio to State Median","Median Home Value",3.37
"New Canaan","0900150580","2006-2010","Ratio to State Median","Margins of Error",-9999
"New Canaan","0900150580","2007-2011","Number","Median Home Value",1000001
"New Canaan","0900150580","2007-2011","Number","Margins of Error",-9999
"New Canaan","0900150580","2007-2011","Ratio to State Median","Median Home Value",3.41
"New Canaan","0900150580","2007-2011","Ratio to State Median","Margins of Error",-9999
"New Canaan","0900150580","2008-2012","Number","Median Home Value",1000001
"New Canaan","0900150580","2008-2012","Number","Margins of Error",-9999
"New Canaan","0900150580","2008-2012","Ratio to State Median","Median Home Value",3.5
"New Canaan","0900150580","2008-2012","Ratio to State Median","Margins of Error",-9999
"New Canaan","0900150580","2009-2013","Number","Median Home Value",1000001
"New Canaan","0900150580","2009-2013","Number","Margins of Error",-9999
"New Canaan","0900150580","2009-2013","Ratio to State Median","Median Home Value",3.59
"New Canaan","0900150580","2009-2013","Ratio to State Median","Margins of Error",-9999
"New Canaan","0900150580","2010-2014","Number","Median Home Value",1000001
"New Canaan","0900150580","2010-2014","Number","Margins of Error",-9999
"New Canaan","0900150580","2010-2014","Ratio to State Median","Median Home Value",3.64
"New Canaan","0900150580","2010-2014","Ratio to State Median","Margins of Error",-9999
"New Canaan","0900150580","2011-2015","Number","Median Home Value",1332000
"New Canaan","0900150580","2011-2015","Number","Margins of Error",118387
"New Canaan","0900150580","2011-2015","Ratio to State Median","Median Home Value",4.92
"New Canaan","0900150580","2011-2015","Ratio to State Median","Margins of Error",0.44
"New Canaan","0900150580","2012-2016","Number","Median Home Value",1373100
"New Canaan","0900150580","2012-2016","Number","Margins of Error",122251
"New Canaan","0900150580","2012-2016","Ratio to State Median","Median Home Value",5.1
"New Canaan","0900150580","2012-2016","Ratio to State Median","Margins of Error",0.45
"New Canaan","0900150580","2013-2017","Number","Median Home Value",1439600
"New Canaan","0900150580","2013-2017","Number","Margins of Error",105075
"New Canaan","0900150580","2013-2017","Ratio to State Median","Median Home Value",5.33
"New Canaan","0900150580","2013-2017","Ratio to State Median","Margins of Error",0.39
"New Canaan","0900150580","2014-2018","Number","Median Home Value",1420000
"New Canaan","0900150580","2014-2018","Number","Margins of Error",82320
"New Canaan","0900150580","2014-2018","Ratio to State Median","Median Home Value",5.21
"New Canaan","0900150580","2014-2018","Ratio to State Median","Margins of Error",0.3
"New Canaan","0900150580","2015-2019","Number","Median Home Value",1355800
"New Canaan","0900150580","2015-2019","Number","Margins of Error",98248
"New Canaan","0900150580","2015-2019","Ratio to State Median","Median Home Value",4.92
"New Canaan","0900150580","2015-2019","Ratio to State Median","Margins of Error",0.36
"New Canaan","0900150580","2016-2020","Number","Median Home Value",1245400
"New Canaan","0900150580","2016-2020","Number","Margins of Error",88501
"New Canaan","0900150580","2016-2020","Ratio to State Median","Median Home Value",4.45
"New Canaan","0900150580","2016-2020","Ratio to State Median","Margins of Error",0.32
"New Fairfield","0900150860","2006-2010","Number","Median Home Value",400500
"New Fairfield","0900150860","2006-2010","Number","Margins of Error",19161
"New Fairfield","0900150860","2006-2010","Ratio to State Median","Median Home Value",1.35
"New Fairfield","0900150860","2006-2010","Ratio to State Median","Margins of Error",0.06
"New Fairfield","0900150860","2007-2011","Number","Median Home Value",380600
"New Fairfield","0900150860","2007-2011","Number","Margins of Error",12040
"New Fairfield","0900150860","2007-2011","Ratio to State Median","Median Home Value",1.3
"New Fairfield","0900150860","2007-2011","Ratio to State Median","Margins of Error",0.04
"New Fairfield","0900150860","2008-2012","Number","Median Home Value",367600
"New Fairfield","0900150860","2008-2012","Number","Margins of Error",10568
"New Fairfield","0900150860","2008-2012","Ratio to State Median","Median Home Value",1.29
"New Fairfield","0900150860","2008-2012","Ratio to State Median","Margins of Error",0.04
"New Fairfield","0900150860","2009-2013","Number","Median Home Value",361500
"New Fairfield","0900150860","2009-2013","Number","Margins of Error",9891
"New Fairfield","0900150860","2009-2013","Ratio to State Median","Median Home Value",1.3
"New Fairfield","0900150860","2009-2013","Ratio to State Median","Margins of Error",0.04
"New Fairfield","0900150860","2010-2014","Number","Median Home Value",358600
"New Fairfield","0900150860","2010-2014","Number","Margins of Error",11296
"New Fairfield","0900150860","2010-2014","Ratio to State Median","Median Home Value",1.31
"New Fairfield","0900150860","2010-2014","Ratio to State Median","Margins of Error",0.04
"New Fairfield","0900150860","2011-2015","Number","Median Home Value",352800
"New Fairfield","0900150860","2011-2015","Number","Margins of Error",9392
"New Fairfield","0900150860","2011-2015","Ratio to State Median","Median Home Value",1.3
"New Fairfield","0900150860","2011-2015","Ratio to State Median","Margins of Error",0.04
"New Fairfield","0900150860","2012-2016","Number","Median Home Value",356300
"New Fairfield","0900150860","2012-2016","Number","Margins of Error",11360
"New Fairfield","0900150860","2012-2016","Ratio to State Median","Median Home Value",1.32
"New Fairfield","0900150860","2012-2016","Ratio to State Median","Margins of Error",0.04
"New Fairfield","0900150860","2013-2017","Number","Median Home Value",356600
"New Fairfield","0900150860","2013-2017","Number","Margins of Error",12142
"New Fairfield","0900150860","2013-2017","Ratio to State Median","Median Home Value",1.32
"New Fairfield","0900150860","2013-2017","Ratio to State Median","Margins of Error",0.05
"New Fairfield","0900150860","2014-2018","Number","Median Home Value",352200
"New Fairfield","0900150860","2014-2018","Number","Margins of Error",12212
"New Fairfield","0900150860","2014-2018","Ratio to State Median","Median Home Value",1.29
"New Fairfield","0900150860","2014-2018","Ratio to State Median","Margins of Error",0.04
"New Fairfield","0900150860","2015-2019","Number","Median Home Value",348800
"New Fairfield","0900150860","2015-2019","Number","Margins of Error",9547
"New Fairfield","0900150860","2015-2019","Ratio to State Median","Median Home Value",1.27
"New Fairfield","0900150860","2015-2019","Ratio to State Median","Margins of Error",0.03
"New Fairfield","0900150860","2016-2020","Number","Median Home Value",362900
"New Fairfield","0900150860","2016-2020","Number","Margins of Error",11425
"New Fairfield","0900150860","2016-2020","Ratio to State Median","Median Home Value",1.3
"New Fairfield","0900150860","2016-2020","Ratio to State Median","Margins of Error",0.04
"New Hartford","0900551350","2006-2010","Number","Median Home Value",306300
"New Hartford","0900551350","2006-2010","Number","Margins of Error",28955
"New Hartford","0900551350","2006-2010","Ratio to State Median","Median Home Value",1.03
"New Hartford","0900551350","2006-2010","Ratio to State Median","Margins of Error",0.1
"New Hartford","0900551350","2007-2011","Number","Median Home Value",285200
"New Hartford","0900551350","2007-2011","Number","Margins of Error",23909
"New Hartford","0900551350","2007-2011","Ratio to State Median","Median Home Value",0.97
"New Hartford","0900551350","2007-2011","Ratio to State Median","Margins of Error",0.08
"New Hartford","0900551350","2008-2012","Number","Median Home Value",271800
"New Hartford","0900551350","2008-2012","Number","Margins of Error",18543
"New Hartford","0900551350","2008-2012","Ratio to State Median","Median Home Value",0.95
"New Hartford","0900551350","2008-2012","Ratio to State Median","Margins of Error",0.06
"New Hartford","0900551350","2009-2013","Number","Median Home Value",278900
"New Hartford","0900551350","2009-2013","Number","Margins of Error",19538
"New Hartford","0900551350","2009-2013","Ratio to State Median","Median Home Value",1
"New Hartford","0900551350","2009-2013","Ratio to State Median","Margins of Error",0.07
"New Hartford","0900551350","2010-2014","Number","Median Home Value",278800
"New Hartford","0900551350","2010-2014","Number","Margins of Error",19835
"New Hartford","0900551350","2010-2014","Ratio to State Median","Median Home Value",1.02
"New Hartford","0900551350","2010-2014","Ratio to State Median","Margins of Error",0.07
"New Hartford","0900551350","2011-2015","Number","Median Home Value",278400
"New Hartford","0900551350","2011-2015","Number","Margins of Error",21744
"New Hartford","0900551350","2011-2015","Ratio to State Median","Median Home Value",1.03
"New Hartford","0900551350","2011-2015","Ratio to State Median","Margins of Error",0.08
"New Hartford","0900551350","2012-2016","Number","Median Home Value",294600
"New Hartford","0900551350","2012-2016","Number","Margins of Error",19424
"New Hartford","0900551350","2012-2016","Ratio to State Median","Median Home Value",1.09
"New Hartford","0900551350","2012-2016","Ratio to State Median","Margins of Error",0.07
"New Hartford","0900551350","2013-2017","Number","Median Home Value",305400
"New Hartford","0900551350","2013-2017","Number","Margins of Error",22083
"New Hartford","0900551350","2013-2017","Ratio to State Median","Median Home Value",1.13
"New Hartford","0900551350","2013-2017","Ratio to State Median","Margins of Error",0.08
"New Hartford","0900551350","2014-2018","Number","Median Home Value",295800
"New Hartford","0900551350","2014-2018","Number","Margins of Error",18603
"New Hartford","0900551350","2014-2018","Ratio to State Median","Median Home Value",1.08
"New Hartford","0900551350","2014-2018","Ratio to State Median","Margins of Error",0.07
"New Hartford","0900551350","2015-2019","Number","Median Home Value",290700
"New Hartford","0900551350","2015-2019","Number","Margins of Error",19448
"New Hartford","0900551350","2015-2019","Ratio to State Median","Median Home Value",1.06
"New Hartford","0900551350","2015-2019","Ratio to State Median","Margins of Error",0.07
"New Hartford","0900551350","2016-2020","Number","Median Home Value",287500
"New Hartford","0900551350","2016-2020","Number","Margins of Error",25354
"New Hartford","0900551350","2016-2020","Ratio to State Median","Median Home Value",1.03
"New Hartford","0900551350","2016-2020","Ratio to State Median","Margins of Error",0.09
"New Haven","0900952070","2006-2010","Number","Median Home Value",227800
"New Haven","0900952070","2006-2010","Number","Margins of Error",6450
"New Haven","0900952070","2006-2010","Ratio to State Median","Median Home Value",0.77
"New Haven","0900952070","2006-2010","Ratio to State Median","Margins of Error",0.02
"New Haven","0900952070","2007-2011","Number","Median Home Value",228600
"New Haven","0900952070","2007-2011","Number","Margins of Error",6659
"New Haven","0900952070","2007-2011","Ratio to State Median","Median Home Value",0.78
"New Haven","0900952070","2007-2011","Ratio to State Median","Margins of Error",0.02
"New Haven","0900952070","2008-2012","Number","Median Home Value",219000
"New Haven","0900952070","2008-2012","Number","Margins of Error",6928
"New Haven","0900952070","2008-2012","Ratio to State Median","Median Home Value",0.77
"New Haven","0900952070","2008-2012","Ratio to State Median","Margins of Error",0.02
"New Haven","0900952070","2009-2013","Number","Median Home Value",209300
"New Haven","0900952070","2009-2013","Number","Margins of Error",6093
"New Haven","0900952070","2009-2013","Ratio to State Median","Median Home Value",0.75
"New Haven","0900952070","2009-2013","Ratio to State Median","Margins of Error",0.02
"New Haven","0900952070","2010-2014","Number","Median Home Value",199200
"New Haven","0900952070","2010-2014","Number","Margins of Error",7649
"New Haven","0900952070","2010-2014","Ratio to State Median","Median Home Value",0.73
"New Haven","0900952070","2010-2014","Ratio to State Median","Margins of Error",0.03
"New Haven","0900952070","2011-2015","Number","Median Home Value",191800
"New Haven","0900952070","2011-2015","Number","Margins of Error",6149
"New Haven","0900952070","2011-2015","Ratio to State Median","Median Home Value",0.71
"New Haven","0900952070","2011-2015","Ratio to State Median","Margins of Error",0.02
"New Haven","0900952070","2012-2016","Number","Median Home Value",190700
"New Haven","0900952070","2012-2016","Number","Margins of Error",6538
"New Haven","0900952070","2012-2016","Ratio to State Median","Median Home Value",0.71
"New Haven","0900952070","2012-2016","Ratio to State Median","Margins of Error",0.02
"New Haven","0900952070","2013-2017","Number","Median Home Value",189400
"New Haven","0900952070","2013-2017","Number","Margins of Error",6463
"New Haven","0900952070","2013-2017","Ratio to State Median","Median Home Value",0.7
"New Haven","0900952070","2013-2017","Ratio to State Median","Margins of Error",0.02
"New Haven","0900952070","2014-2018","Number","Median Home Value",196600
"New Haven","0900952070","2014-2018","Number","Margins of Error",5993
"New Haven","0900952070","2014-2018","Ratio to State Median","Median Home Value",0.72
"New Haven","0900952070","2014-2018","Ratio to State Median","Margins of Error",0.02
"New Haven","0900952070","2015-2019","Number","Median Home Value",199000
"New Haven","0900952070","2015-2019","Number","Margins of Error",6407
"New Haven","0900952070","2015-2019","Ratio to State Median","Median Home Value",0.72
"New Haven","0900952070","2015-2019","Ratio to State Median","Margins of Error",0.02
"New Haven","0900952070","2016-2020","Number","Median Home Value",205100
"New Haven","0900952070","2016-2020","Number","Margins of Error",8405
"New Haven","0900952070","2016-2020","Ratio to State Median","Median Home Value",0.73
"New Haven","0900952070","2016-2020","Ratio to State Median","Margins of Error",0.03
"New London","0901152350","2006-2010","Number","Median Home Value",206600
"New London","0901152350","2006-2010","Number","Margins of Error",9854
"New London","0901152350","2006-2010","Ratio to State Median","Median Home Value",0.7
"New London","0901152350","2006-2010","Ratio to State Median","Margins of Error",0.03
"New London","0901152350","2007-2011","Number","Median Home Value",204400
"New London","0901152350","2007-2011","Number","Margins of Error",12567
"New London","0901152350","2007-2011","Ratio to State Median","Median Home Value",0.7
"New London","0901152350","2007-2011","Ratio to State Median","Margins of Error",0.04
"New London","0901152350","2008-2012","Number","Median Home Value",196400
"New London","0901152350","2008-2012","Number","Margins of Error",8863
"New London","0901152350","2008-2012","Ratio to State Median","Median Home Value",0.69
"New London","0901152350","2008-2012","Ratio to State Median","Margins of Error",0.03
"New London","0901152350","2009-2013","Number","Median Home Value",188700
"New London","0901152350","2009-2013","Number","Margins of Error",6933
"New London","0901152350","2009-2013","Ratio to State Median","Median Home Value",0.68
"New London","0901152350","2009-2013","Ratio to State Median","Margins of Error",0.02
"New London","0901152350","2010-2014","Number","Median Home Value",186700
"New London","0901152350","2010-2014","Number","Margins of Error",5591
"New London","0901152350","2010-2014","Ratio to State Median","Median Home Value",0.68
"New London","0901152350","2010-2014","Ratio to State Median","Margins of Error",0.02
"New London","0901152350","2011-2015","Number","Median Home Value",185400
"New London","0901152350","2011-2015","Number","Margins of Error",5339
"New London","0901152350","2011-2015","Ratio to State Median","Median Home Value",0.69
"New London","0901152350","2011-2015","Ratio to State Median","Margins of Error",0.02
"New London","0901152350","2012-2016","Number","Median Home Value",183900
"New London","0901152350","2012-2016","Number","Margins of Error",6633
"New London","0901152350","2012-2016","Ratio to State Median","Median Home Value",0.68
"New London","0901152350","2012-2016","Ratio to State Median","Margins of Error",0.02
"New London","0901152350","2013-2017","Number","Median Home Value",177100
"New London","0901152350","2013-2017","Number","Margins of Error",7776
"New London","0901152350","2013-2017","Ratio to State Median","Median Home Value",0.66
"New London","0901152350","2013-2017","Ratio to State Median","Margins of Error",0.03
"New London","0901152350","2014-2018","Number","Median Home Value",181300
"New London","0901152350","2014-2018","Number","Margins of Error",9106
"New London","0901152350","2014-2018","Ratio to State Median","Median Home Value",0.66
"New London","0901152350","2014-2018","Ratio to State Median","Margins of Error",0.03
"New London","0901152350","2015-2019","Number","Median Home Value",181900
"New London","0901152350","2015-2019","Number","Margins of Error",9672
"New London","0901152350","2015-2019","Ratio to State Median","Median Home Value",0.66
"New London","0901152350","2015-2019","Ratio to State Median","Margins of Error",0.04
"New London","0901152350","2016-2020","Number","Median Home Value",186900
"New London","0901152350","2016-2020","Number","Margins of Error",15185
"New London","0901152350","2016-2020","Ratio to State Median","Median Home Value",0.67
"New London","0901152350","2016-2020","Ratio to State Median","Margins of Error",0.05
"New Milford","0900552630","2006-2010","Number","Median Home Value",352200
"New Milford","0900552630","2006-2010","Number","Margins of Error",8271
"New Milford","0900552630","2006-2010","Ratio to State Median","Median Home Value",1.19
"New Milford","0900552630","2006-2010","Ratio to State Median","Margins of Error",0.03
"New Milford","0900552630","2007-2011","Number","Median Home Value",336000
"New Milford","0900552630","2007-2011","Number","Margins of Error",10620
"New Milford","0900552630","2007-2011","Ratio to State Median","Median Home Value",1.15
"New Milford","0900552630","2007-2011","Ratio to State Median","Margins of Error",0.04
"New Milford","0900552630","2008-2012","Number","Median Home Value",324800
"New Milford","0900552630","2008-2012","Number","Margins of Error",10400
"New Milford","0900552630","2008-2012","Ratio to State Median","Median Home Value",1.14
"New Milford","0900552630","2008-2012","Ratio to State Median","Margins of Error",0.04
"New Milford","0900552630","2009-2013","Number","Median Home Value",310700
"New Milford","0900552630","2009-2013","Number","Margins of Error",10724
"New Milford","0900552630","2009-2013","Ratio to State Median","Median Home Value",1.11
"New Milford","0900552630","2009-2013","Ratio to State Median","Margins of Error",0.04
"New Milford","0900552630","2010-2014","Number","Median Home Value",302000
"New Milford","0900552630","2010-2014","Number","Margins of Error",10819
"New Milford","0900552630","2010-2014","Ratio to State Median","Median Home Value",1.1
"New Milford","0900552630","2010-2014","Ratio to State Median","Margins of Error",0.04
"New Milford","0900552630","2011-2015","Number","Median Home Value",292200
"New Milford","0900552630","2011-2015","Number","Margins of Error",10382
"New Milford","0900552630","2011-2015","Ratio to State Median","Median Home Value",1.08
"New Milford","0900552630","2011-2015","Ratio to State Median","Margins of Error",0.04
"New Milford","0900552630","2012-2016","Number","Median Home Value",288200
"New Milford","0900552630","2012-2016","Number","Margins of Error",9570
"New Milford","0900552630","2012-2016","Ratio to State Median","Median Home Value",1.07
"New Milford","0900552630","2012-2016","Ratio to State Median","Margins of Error",0.04
"New Milford","0900552630","2013-2017","Number","Median Home Value",289100
"New Milford","0900552630","2013-2017","Number","Margins of Error",7704
"New Milford","0900552630","2013-2017","Ratio to State Median","Median Home Value",1.07
"New Milford","0900552630","2013-2017","Ratio to State Median","Margins of Error",0.03
"New Milford","0900552630","2014-2018","Number","Median Home Value",290700
"New Milford","0900552630","2014-2018","Number","Margins of Error",9007
"New Milford","0900552630","2014-2018","Ratio to State Median","Median Home Value",1.07
"New Milford","0900552630","2014-2018","Ratio to State Median","Margins of Error",0.03
"New Milford","0900552630","2015-2019","Number","Median Home Value",301300
"New Milford","0900552630","2015-2019","Number","Margins of Error",9726
"New Milford","0900552630","2015-2019","Ratio to State Median","Median Home Value",1.09
"New Milford","0900552630","2015-2019","Ratio to State Median","Margins of Error",0.04
"New Milford","0900552630","2016-2020","Number","Median Home Value",302600
"New Milford","0900552630","2016-2020","Number","Margins of Error",14851
"New Milford","0900552630","2016-2020","Ratio to State Median","Median Home Value",1.08
"New Milford","0900552630","2016-2020","Ratio to State Median","Margins of Error",0.05
"Newington","0900352140","2006-2010","Number","Median Home Value",237500
"Newington","0900352140","2006-2010","Number","Margins of Error",5039
"Newington","0900352140","2006-2010","Ratio to State Median","Median Home Value",0.8
"Newington","0900352140","2006-2010","Ratio to State Median","Margins of Error",0.02
"Newington","0900352140","2007-2011","Number","Median Home Value",236900
"Newington","0900352140","2007-2011","Number","Margins of Error",4555
"Newington","0900352140","2007-2011","Ratio to State Median","Median Home Value",0.81
"Newington","0900352140","2007-2011","Ratio to State Median","Margins of Error",0.02
"Newington","0900352140","2008-2012","Number","Median Home Value",235300
"Newington","0900352140","2008-2012","Number","Margins of Error",4148
"Newington","0900352140","2008-2012","Ratio to State Median","Median Home Value",0.82
"Newington","0900352140","2008-2012","Ratio to State Median","Margins of Error",0.01
"Newington","0900352140","2009-2013","Number","Median Home Value",231200
"Newington","0900352140","2009-2013","Number","Margins of Error",3392
"Newington","0900352140","2009-2013","Ratio to State Median","Median Home Value",0.83
"Newington","0900352140","2009-2013","Ratio to State Median","Margins of Error",0.01
"Newington","0900352140","2010-2014","Number","Median Home Value",232400
"Newington","0900352140","2010-2014","Number","Margins of Error",3790
"Newington","0900352140","2010-2014","Ratio to State Median","Median Home Value",0.85
"Newington","0900352140","2010-2014","Ratio to State Median","Margins of Error",0.01
"Newington","0900352140","2011-2015","Number","Median Home Value",228600
"Newington","0900352140","2011-2015","Number","Margins of Error",3735
"Newington","0900352140","2011-2015","Ratio to State Median","Median Home Value",0.85
"Newington","0900352140","2011-2015","Ratio to State Median","Margins of Error",0.01
"Newington","0900352140","2012-2016","Number","Median Home Value",228000
"Newington","0900352140","2012-2016","Number","Margins of Error",4252
"Newington","0900352140","2012-2016","Ratio to State Median","Median Home Value",0.85
"Newington","0900352140","2012-2016","Ratio to State Median","Margins of Error",0.02
"Newington","0900352140","2013-2017","Number","Median Home Value",229900
"Newington","0900352140","2013-2017","Number","Margins of Error",4835
"Newington","0900352140","2013-2017","Ratio to State Median","Median Home Value",0.85
"Newington","0900352140","2013-2017","Ratio to State Median","Margins of Error",0.02
"Newington","0900352140","2014-2018","Number","Median Home Value",232700
"Newington","0900352140","2014-2018","Number","Margins of Error",5490
"Newington","0900352140","2014-2018","Ratio to State Median","Median Home Value",0.85
"Newington","0900352140","2014-2018","Ratio to State Median","Margins of Error",0.02
"Newington","0900352140","2015-2019","Number","Median Home Value",230500
"Newington","0900352140","2015-2019","Number","Margins of Error",4838
"Newington","0900352140","2015-2019","Ratio to State Median","Median Home Value",0.84
"Newington","0900352140","2015-2019","Ratio to State Median","Margins of Error",0.02
"Newington","0900352140","2016-2020","Number","Median Home Value",233200
"Newington","0900352140","2016-2020","Number","Margins of Error",5169
"Newington","0900352140","2016-2020","Ratio to State Median","Median Home Value",0.83
"Newington","0900352140","2016-2020","Ratio to State Median","Margins of Error",0.02
"Newtown","0900152980","2006-2010","Number","Median Home Value",473400
"Newtown","0900152980","2006-2010","Number","Margins of Error",14606
"Newtown","0900152980","2006-2010","Ratio to State Median","Median Home Value",1.6
"Newtown","0900152980","2006-2010","Ratio to State Median","Margins of Error",0.05
"Newtown","0900152980","2007-2011","Number","Median Home Value",463400
"Newtown","0900152980","2007-2011","Number","Margins of Error",12837
"Newtown","0900152980","2007-2011","Ratio to State Median","Median Home Value",1.58
"Newtown","0900152980","2007-2011","Ratio to State Median","Margins of Error",0.04
"Newtown","0900152980","2008-2012","Number","Median Home Value",446700
"Newtown","0900152980","2008-2012","Number","Margins of Error",13108
"Newtown","0900152980","2008-2012","Ratio to State Median","Median Home Value",1.56
"Newtown","0900152980","2008-2012","Ratio to State Median","Margins of Error",0.05
"Newtown","0900152980","2009-2013","Number","Median Home Value",424600
"Newtown","0900152980","2009-2013","Number","Margins of Error",14102
"Newtown","0900152980","2009-2013","Ratio to State Median","Median Home Value",1.52
"Newtown","0900152980","2009-2013","Ratio to State Median","Margins of Error",0.05
"Newtown","0900152980","2010-2014","Number","Median Home Value",417100
"Newtown","0900152980","2010-2014","Number","Margins of Error",14536
"Newtown","0900152980","2010-2014","Ratio to State Median","Median Home Value",1.52
"Newtown","0900152980","2010-2014","Ratio to State Median","Margins of Error",0.05
"Newtown","0900152980","2011-2015","Number","Median Home Value",414700
"Newtown","0900152980","2011-2015","Number","Margins of Error",14570
"Newtown","0900152980","2011-2015","Ratio to State Median","Median Home Value",1.53
"Newtown","0900152980","2011-2015","Ratio to State Median","Margins of Error",0.05
"Newtown","0900152980","2012-2016","Number","Median Home Value",402200
"Newtown","0900152980","2012-2016","Number","Margins of Error",12464
"Newtown","0900152980","2012-2016","Ratio to State Median","Median Home Value",1.49
"Newtown","0900152980","2012-2016","Ratio to State Median","Margins of Error",0.05
"Newtown","0900152980","2013-2017","Number","Median Home Value",403400
"Newtown","0900152980","2013-2017","Number","Margins of Error",12640
"Newtown","0900152980","2013-2017","Ratio to State Median","Median Home Value",1.49
"Newtown","0900152980","2013-2017","Ratio to State Median","Margins of Error",0.05
"Newtown","0900152980","2014-2018","Number","Median Home Value",403800
"Newtown","0900152980","2014-2018","Number","Margins of Error",11824
"Newtown","0900152980","2014-2018","Ratio to State Median","Median Home Value",1.48
"Newtown","0900152980","2014-2018","Ratio to State Median","Margins of Error",0.04
"Newtown","0900152980","2015-2019","Number","Median Home Value",398200
"Newtown","0900152980","2015-2019","Number","Margins of Error",11547
"Newtown","0900152980","2015-2019","Ratio to State Median","Median Home Value",1.45
"Newtown","0900152980","2015-2019","Ratio to State Median","Margins of Error",0.04
"Newtown","0900152980","2016-2020","Number","Median Home Value",389600
"Newtown","0900152980","2016-2020","Number","Margins of Error",10993
"Newtown","0900152980","2016-2020","Ratio to State Median","Median Home Value",1.39
"Newtown","0900152980","2016-2020","Ratio to State Median","Margins of Error",0.04
"Norfolk","0900553470","2006-2010","Number","Median Home Value",344200
"Norfolk","0900553470","2006-2010","Number","Margins of Error",28903
"Norfolk","0900553470","2006-2010","Ratio to State Median","Median Home Value",1.16
"Norfolk","0900553470","2006-2010","Ratio to State Median","Margins of Error",0.1
"Norfolk","0900553470","2007-2011","Number","Median Home Value",325800
"Norfolk","0900553470","2007-2011","Number","Margins of Error",30638
"Norfolk","0900553470","2007-2011","Ratio to State Median","Median Home Value",1.11
"Norfolk","0900553470","2007-2011","Ratio to State Median","Margins of Error",0.1
"Norfolk","0900553470","2008-2012","Number","Median Home Value",321000
"Norfolk","0900553470","2008-2012","Number","Margins of Error",36923
"Norfolk","0900553470","2008-2012","Ratio to State Median","Median Home Value",1.12
"Norfolk","0900553470","2008-2012","Ratio to State Median","Margins of Error",0.13
"Norfolk","0900553470","2009-2013","Number","Median Home Value",286500
"Norfolk","0900553470","2009-2013","Number","Margins of Error",26956
"Norfolk","0900553470","2009-2013","Ratio to State Median","Median Home Value",1.03
"Norfolk","0900553470","2009-2013","Ratio to State Median","Margins of Error",0.1
"Norfolk","0900553470","2010-2014","Number","Median Home Value",291300
"Norfolk","0900553470","2010-2014","Number","Margins of Error",28874
"Norfolk","0900553470","2010-2014","Ratio to State Median","Median Home Value",1.06
"Norfolk","0900553470","2010-2014","Ratio to State Median","Margins of Error",0.11
"Norfolk","0900553470","2011-2015","Number","Median Home Value",297800
"Norfolk","0900553470","2011-2015","Number","Margins of Error",29855
"Norfolk","0900553470","2011-2015","Ratio to State Median","Median Home Value",1.1
"Norfolk","0900553470","2011-2015","Ratio to State Median","Margins of Error",0.11
"Norfolk","0900553470","2012-2016","Number","Median Home Value",310900
"Norfolk","0900553470","2012-2016","Number","Margins of Error",38548
"Norfolk","0900553470","2012-2016","Ratio to State Median","Median Home Value",1.15
"Norfolk","0900553470","2012-2016","Ratio to State Median","Margins of Error",0.14
"Norfolk","0900553470","2013-2017","Number","Median Home Value",326400
"Norfolk","0900553470","2013-2017","Number","Margins of Error",37381
"Norfolk","0900553470","2013-2017","Ratio to State Median","Median Home Value",1.21
"Norfolk","0900553470","2013-2017","Ratio to State Median","Margins of Error",0.14
"Norfolk","0900553470","2014-2018","Number","Median Home Value",349300
"Norfolk","0900553470","2014-2018","Number","Margins of Error",42284
"Norfolk","0900553470","2014-2018","Ratio to State Median","Median Home Value",1.28
"Norfolk","0900553470","2014-2018","Ratio to State Median","Margins of Error",0.16
"Norfolk","0900553470","2015-2019","Number","Median Home Value",320800
"Norfolk","0900553470","2015-2019","Number","Margins of Error",56417
"Norfolk","0900553470","2015-2019","Ratio to State Median","Median Home Value",1.16
"Norfolk","0900553470","2015-2019","Ratio to State Median","Margins of Error",0.2
"Norfolk","0900553470","2016-2020","Number","Median Home Value",334900
"Norfolk","0900553470","2016-2020","Number","Margins of Error",55998
"Norfolk","0900553470","2016-2020","Ratio to State Median","Median Home Value",1.2
"Norfolk","0900553470","2016-2020","Ratio to State Median","Margins of Error",0.2
"North Branford","0900953890","2006-2010","Number","Median Home Value",321500
"North Branford","0900953890","2006-2010","Number","Margins of Error",10777
"North Branford","0900953890","2006-2010","Ratio to State Median","Median Home Value",1.08
"North Branford","0900953890","2006-2010","Ratio to State Median","Margins of Error",0.04
"North Branford","0900953890","2007-2011","Number","Median Home Value",313500
"North Branford","0900953890","2007-2011","Number","Margins of Error",13265
"North Branford","0900953890","2007-2011","Ratio to State Median","Median Home Value",1.07
"North Branford","0900953890","2007-2011","Ratio to State Median","Margins of Error",0.05
"North Branford","0900953890","2008-2012","Number","Median Home Value",310300
"North Branford","0900953890","2008-2012","Number","Margins of Error",13936
